pipeline name, pipelineStableId, procedureStableId, procedureName, parameterStableId, parameterName, backgroundId, background, geneSymbol, geneAccession, alleleSymbol, alleleAccession, phenotypingCenter, colonyId, dateOfExperiment, zygosity, sex, group, externalSampleId, metadata, metadataGroup,dataPoint
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,Tox3,MGI:3039593,Tox3<tm1b(KOMP)Mbp>,MGI:5548886,TCP,BL2283,Thu Apr 18 00:00:00 BST 2013,heterozygote,female,experimental,AAQD_369_001802,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-04-02T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-04-02T00:00:00Z, Hemolysis status = Slight, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.48
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,Tox3,MGI:3039593,Tox3<tm1b(KOMP)Mbp>,MGI:5548886,TCP,BL2283,Thu Apr 18 00:00:00 BST 2013,heterozygote,female,experimental,AAQD_390_001702,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-04-03T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-04-03T00:00:00Z, Hemolysis status = Slight, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.45
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,Tox3,MGI:3039593,Tox3<tm1b(KOMP)Mbp>,MGI:5548886,TCP,BL2283,Thu Apr 18 00:00:00 BST 2013,heterozygote,female,experimental,AAQD_347_001901,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-04-02T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-04-02T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.45
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,Tox3,MGI:3039593,Tox3<tm1b(KOMP)Mbp>,MGI:5548886,TCP,BL2283,Thu Apr 18 00:00:00 BST 2013,heterozygote,male,experimental,AAQD_393_002203,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-04-03T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-04-03T00:00:00Z, Hemolysis status = Slight, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.37
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Tue Aug 20 00:00:00 BST 2013,null,female,control,B6NC_18136_011848,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-08-01T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-08-01T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.32
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,UCD-13532A-D11-1-1,Mon Jun 10 00:00:00 BST 2013,null,male,control,AASY_258_004758,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-06-05T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-06-05T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,8.19
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Mon Jun 23 00:00:00 BST 2014,null,female,control,B6NC_37041_115862,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2014-06-05T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-06-05T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.384
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Mon Jun 23 00:00:00 BST 2014,null,male,control,B6NC_37039_115760,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2014-06-05T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-06-05T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.676
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Fri Dec 20 00:00:00 GMT 2013,null,female,control,B6NC_26170_038540,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-12-11T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-12-11T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,10.33
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,UCD-13284A-B10-1-1,Fri Sep 20 00:00:00 BST 2013,null,male,control,AAWE_162_020862,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-09-11T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-09-11T00:00:00Z, Hemolysis status = Slight, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.42
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Wed Nov 27 00:00:00 GMT 2013,null,male,control,B6NC_24940_034419,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-11-21T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-11-21T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.78
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Thu Jul 31 00:00:00 BST 2014,null,female,control,B6NC_39939_130077,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2014-07-09T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-07-09T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,8.901
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Thu Jul 31 00:00:00 BST 2014,null,male,control,B6NC_40379_131483,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2014-07-16T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-07-16T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.433
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Mon Jun 10 00:00:00 BST 2013,null,female,control,B6NC_14926_003216,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-05-23T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-05-23T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,8.14
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,BL3310,Thu May 22 00:00:00 BST 2014,null,male,control,ABHW_326_105826,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2014-05-07T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2014-05-07T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,9.614
TCP Pipeline,TCP_001,IMPC_CBC_003,Clinical Blood Chemistry,IMPC_CBC_009_001,Calcium,MGI:2683688,C57BL/6NCrl,null,null,null,null,TCP,baseline,Fri Dec 20 00:00:00 GMT 2013,null,female,control,B6NC_26167_038537,"""[Equipment ID = Machine 1, Equipment manufacturer = Beckman Coulter, Equipment model = AU 480, Anesthesia used for blood collection = Gas anaesthesia with Isofluorane, Method of blood collection = Retro-orbital puncture, Anticoagulant = Lithium Heparin, Blood collection tubes = BD Microtainer Lithium Heparin/PST Gel Blood Tube, Date and time of sacrifice = 2013-12-11T00:00:00Z, Storage temperature from blood collection till measurement = 18-22, Samples kept on ice between collection and analysis = Yes, Sample status = Frozen, Sample dilution = Neat plasma, ID of blood collection SOP = ESLIM_024_001, Date and time of blood collection = 2013-12-11T00:00:00Z, Sample type = Plasma, Fasting = No]""",c32189c80deda21d74b9acee05e80335,10.08
