Colony Prefix,Colony Name,Strain,Cohort Name,Pipeline,Gene Name,Mouse Name,Litter,Mouse,Genotype,Gender,Birth Date,Assay Date,Age In Weeks,Pil Holder,Weight,Nose To Tail Base Length,Bone Mineral Density,Bone Mineral Content,Bone Area,Lean Mass,Fat Mass,Est Total Tissue Mass,Fat Percentage Estimate,Full Strain,Core Strain
MBKW,Nsun2 Knockout First EPD0105_2_F10,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090310,Mouse GP,Nsun2,MBKW35.1c,MBKW35,M00220063,+/+,Male,10-Mar-09,17-Jun-09,14.1,,41.4,10.6,0.0485,0.5316,10.97,21.86,20.11,41.97,47.92,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MALX,Ints12 Knockout First EPD0058_2_E04,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090319,Mouse GP,Ints12,MALX42.1a,MALX42,M00224201,+/+,Male,19-Mar-09,25-Jun-09,14,,39.8,10.6,0.0518,0.5765,11.12,26.53,12.96,39.49,32.82,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MALX,Ints12 Knockout First EPD0058_2_E04,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090319,Mouse GP,Ints12,MALX47.1a,MALX47,M00224227,+/+,Male,18-Mar-09,25-Jun-09,14.1,,40.5,10.6,0.0517,0.5411,10.46,24.19,16.17,40.36,40.07,C57BL/6J-Tyr<c-Brd>(18.75%);C57BL/6NTac/Den(62.5%);C57BL/6N(18.75%),B6JTyr;B6N
MALX,Ints12 Knockout First EPD0058_2_E04,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090319,Mouse GP,Ints12,MALX50.1c,MALX50,M00224256,+/+,Male,19-Mar-09,25-Jun-09,14,,36.5,10.5,0.0541,0.5293,9.76,23.89,12.65,36.54,34.62,C57BL/6J-Tyr<c-Brd>(12.5%);C57BL/6NTac/Den(75%);C57BL/6N(12.5%),B6JTyr;B6N
MALX,Ints12 Knockout First EPD0058_2_E04,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090319,Mouse GP,Ints12,MALX50.1d,MALX50,M00224257,+/+,Male,19-Mar-09,25-Jun-09,14,,38,10.4,0.0544,0.5289,9.73,25.29,12.35,37.64,32.81,C57BL/6J-Tyr<c-Brd>(12.5%);C57BL/6NTac/Den(75%);C57BL/6N(12.5%),B6JTyr;B6N
MBAU,Sparc Knockout First EPD0060_1_A07,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090319,Mouse GP,Sparc,MBAU47.1a,MBAU47,M00226970,+/+,Male,18-Mar-09,25-Jun-09,14.1,,38.6,10.2,0.0473,0.5186,10.97,19.38,19.27,38.65,49.86,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MBAU,Sparc Knockout First EPD0060_1_A07,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090319,Mouse GP,Sparc,MBAU47.1b,MBAU47,M00226971,+/+,Male,18-Mar-09,25-Jun-09,14.1,,38.6,10.2,0.0472,0.5248,11.12,18.89,19.89,38.78,51.28,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MBAU,Sparc Knockout First EPD0060_1_A07,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090319,Mouse GP,Sparc,MBAU47.1d,MBAU47,M00226973,+/+,Male,18-Mar-09,25-Jun-09,14.1,,40.1,10.3,0.0474,0.5032,10.62,20.88,18.92,39.8,47.54,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MBAU,Sparc Knockout First EPD0060_1_A07,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090319,Mouse GP,Sparc,MBAU47.1f,MBAU47,M00226975,+/+,Male,18-Mar-09,25-Jun-09,14.1,,37.7,10,0.0464,0.4702,10.12,19.19,18.68,37.87,49.33,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MAKV,Stx8 Knockout First EPD0038_2_A04,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090324,Mouse GP,Stx8,MAKV16.2a,MAKV16,M00232744,+/+,Male,23-Mar-09,29-Jun-09,14,,38.3,10.2,0.0471,0.5171,10.97,20.44,18.17,38.61,47.07,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MAKV,Stx8 Knockout First EPD0038_2_A04,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090324,Mouse GP,Stx8,MAKV16.2b,MAKV16,M00232745,+/+,Male,23-Mar-09,29-Jun-09,14,,35.9,10.3,0.0483,0.4983,10.32,20.03,16.13,36.16,44.61,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MAKV,Stx8 Knockout First EPD0038_2_A04,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090324,Mouse GP,Stx8,MAKV16.2c,MAKV16,M00232746,+/+,Male,23-Mar-09,29-Jun-09,14,,34.4,10.2,0.0465,0.4627,9.96,17.55,17.02,34.57,49.22,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MAKV,Stx8 Knockout First EPD0038_2_A04,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090324,Mouse GP,Stx8,MAKV16.2d,MAKV16,M00232747,+/+,Male,23-Mar-09,29-Jun-09,14,,34.2,10.2,0.0461,0.4326,9.39,20.04,13.96,34,41.07,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MBMV,Nipa1 Knockout First EPD0094_4_B01,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090324,Mouse GP,Nipa1,MBMV15.1b,MBMV15,M00232235,+/+,Male,25-Mar-09,29-Jun-09,13.7,,42.7,10.4,0.0529,0.6048,11.44,24.07,18.48,42.55,43.43,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBMV,Nipa1 Knockout First EPD0094_4_B01,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090324,Mouse GP,Nipa1,MBMV15.1d,MBMV15,M00232237,+/+,Male,25-Mar-09,29-Jun-09,13.7,,46.9,10.8,0.0522,0.5987,11.46,26.42,20.49,46.91,43.67,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBMV,Nipa1 Knockout First EPD0094_4_B01,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090324,Mouse GP,Nipa1,MBMV18.1a,MBMV18,M00232246,+/+,Male,24-Mar-09,29-Jun-09,13.9,,42,10.6,0.0521,0.5564,10.67,23.38,18.39,41.77,44.02,C57BL/6J-Tyr<c-Brd>(37.5%);C57BL/6NTac/Den(25%);C57BL/6N(37.5%),B6JTyr;B6N
MBMV,Nipa1 Knockout First EPD0094_4_B01,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090324,Mouse GP,Nipa1,MBMV18.1c,MBMV18,M00232248,+/+,Male,24-Mar-09,29-Jun-09,13.9,,41.1,10.4,0.0503,0.5222,10.38,22.49,18.99,41.48,45.78,C57BL/6J-Tyr<c-Brd>(37.5%);C57BL/6NTac/Den(25%);C57BL/6N(37.5%),B6JTyr;B6N
MBFZ,Cntfr Knockout First EPD0046_1_A07,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090331,Mouse GP,Cntfr,MBFZ12.2c,MBFZ12,M00237142,+/+,Male,31-Mar-09,06-Jul-09,13.9,,40.9,10.3,0.05,0.5517,11.04,21.61,20.68,42.29,48.91,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MBFZ,Cntfr Knockout First EPD0046_1_A07,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090331,Mouse GP,Cntfr,MBFZ13.2b,MBFZ13,M00237179,+/+,Male,31-Mar-09,06-Jul-09,13.9,,35.2,10,0.0496,0.472,9.52,20.66,15.01,35.67,42.07,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MBFZ,Cntfr Knockout First EPD0046_1_A07,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090331,Mouse GP,Cntfr,MBFZ13.2d,MBFZ13,M00237181,+/+,Male,31-Mar-09,06-Jul-09,13.9,,40,10.3,0.048,0.4432,9.22,21.76,19.31,41.07,47.01,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MBFZ,Cntfr Knockout First EPD0046_1_A07,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090331,Mouse GP,Cntfr,MBFZ13.2e,MBFZ13,M00237182,+/+,Male,31-Mar-09,06-Jul-09,13.9,,37.1,10.2,0.0516,0.4949,9.6,22.47,15.41,37.88,40.67,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MADG,Crlf3 Knockout First C11 - EPD0033_3,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090331,Mouse GP,Crlf3,MADG17.2a,MADG17,M00236907,+/+,Male,02-Apr-09,07-Jul-09,13.7,,39.9,10.3,0.0467,0.4683,10.02,21.45,18.62,40.07,46.47,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MADG,Crlf3 Knockout First C11 - EPD0033_3,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090331,Mouse GP,Crlf3,MADG17.2b,MADG17,M00236908,+/+,Male,02-Apr-09,07-Jul-09,13.7,,43.8,10.5,0.0495,0.5498,11.11,24.09,19.77,43.86,45.08,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MADG,Crlf3 Knockout First C11 - EPD0033_3,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090331,Mouse GP,Crlf3,MADG17.2c,MADG17,M00236909,+/+,Male,02-Apr-09,07-Jul-09,13.7,,39.9,10.5,0.0484,0.5326,11,20.79,19.09,39.88,47.87,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MADG,Crlf3 Knockout First C11 - EPD0033_3,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090331,Mouse GP,Crlf3,MADG17.2d,MADG17,M00236910,+/+,Male,02-Apr-09,07-Jul-09,13.7,,40.9,10.5,0.05,0.5404,10.82,22.69,17.77,40.46,43.91,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MBTT,Gif Knockout First EPD0099_4_B07,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090405,Mouse GP,Gif,MBTT16.1b,MBTT16,M00241266,+/+,Male,05-Apr-09,14-Jul-09,14.3,,36.3,10.2,0.0495,0.48,9.7,21.67,14.95,36.62,40.82,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBTT,Gif Knockout First EPD0099_4_B07,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090405,Mouse GP,Gif,MBTT19.1c,MBTT19,M00241305,+/+,Male,05-Apr-09,14-Jul-09,14.3,,39.8,10.2,0.053,0.4997,9.42,23.5,17.52,41.02,42.71,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBTT,Gif Knockout First EPD0099_4_B07,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090405,Mouse GP,Gif,MBTT22.1a,MBTT22,M00241286,+/+,Male,07-Apr-09,14-Jul-09,14,,39.6,10,0.0499,0.5343,10.7,20.04,19.99,40.03,49.94,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBTT,Gif Knockout First EPD0099_4_B07,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090405,Mouse GP,Gif,MBTT22.1c,MBTT22,M00241288,+/+,Male,07-Apr-09,14-Jul-09,14,,40,10.3,0.0509,0.5022,9.86,22.92,17.39,40.31,43.14,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBJC,Pld5 Knokcout First EPD0082_5_A09,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090405,Mouse GP,Pld5,MBJC18.1c,MBJC18,M00239908,+/+,Male,05-Apr-09,14-Jul-09,14.3,,42.5,10.6,0.0524,0.548,10.45,24.47,18.16,42.63,42.6,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBJC,Pld5 Knokcout First EPD0082_5_A09,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090405,Mouse GP,Pld5,MBJC20.1a,MBJC20,M00239929,+/+,Male,05-Apr-09,14-Jul-09,14.3,,39.3,10.2,0.0487,0.4605,9.45,22.05,17.8,39.85,44.68,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBJC,Pld5 Knokcout First EPD0082_5_A09,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090405,Mouse GP,Pld5,MBJC20.1e,MBJC20,M00239933,+/+,Male,05-Apr-09,14-Jul-09,14.3,,42.4,10.4,0.0512,0.563,10.99,24.55,17.59,42.14,41.73,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBVF,Dusp3 Knockout 2 EPD0090_4_H11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090415,Mouse GP,Dusp3,MBVF16.1f,MBVF16,M00247828,+/+,Male,15-Apr-09,22-Jul-09,14,,42.5,10.6,0.0517,0.5954,11.52,22.92,20.63,43.55,47.36,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBVF,Dusp3 Knockout 2 EPD0090_4_H11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090415,Mouse GP,Dusp3,MBVF24.1a,MBVF24,M00247880,+/+,Male,16-Apr-09,22-Jul-09,13.9,,40.1,10.7,0.0527,0.5475,10.39,21.63,19.34,40.97,47.2,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBVF,Dusp3 Knockout 2 EPD0090_4_H11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090415,Mouse GP,Dusp3,MBVF24.1b,MBVF24,M00247881,+/+,Male,16-Apr-09,22-Jul-09,13.9,,42.6,10.7,0.0521,0.548,10.52,22.96,20.13,43.09,46.72,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBVF,Dusp3 Knockout 2 EPD0090_4_H11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090415,Mouse GP,Dusp3,MBVF24.1c,MBVF24,M00247882,+/+,Male,16-Apr-09,22-Jul-09,13.9,,42.2,10.7,0.0528,0.5352,10.13,23.98,18.91,42.89,44.08,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBVF,Dusp3 Knockout 2 EPD0090_4_H11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090415,Mouse GP,Dusp3,MBVF18.1a,MBVF18,M00247833,+/+,Male,15-Apr-09,22-Jul-09,14,,44.2,10.7,0.0491,0.5288,10.77,21.91,23.21,45.12,51.44,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBVF,Dusp3 Knockout 2 EPD0090_4_H11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090415,Mouse GP,Dusp3,MBVF18.1b,MBVF18,M00247834,+/+,Male,15-Apr-09,22-Jul-09,14,,41.3,10.4,0.048,0.5152,10.74,22.44,20.12,42.56,47.27,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBVF,Dusp3 Knockout 2 EPD0090_4_H11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090415,Mouse GP,Dusp3,MBVF19.1a,MBVF19,M00247847,+/+,Male,14-Apr-09,22-Jul-09,14.1,,35.8,10.3,0.0479,0.492,10.27,19.07,17.2,36.27,47.42,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBVF,Dusp3 Knockout 2 EPD0090_4_H11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090415,Mouse GP,Dusp3,MBVF19.1f,MBVF19,M00247852,+/+,Male,14-Apr-09,22-Jul-09,14.1,,37.9,10.2,0.0489,0.437,8.94,20.53,18.58,39.11,47.5,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBSR,Cx3cl1 Knockout First EPD0127_3_B11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090424,Mouse GP,Cx3cl1,MBSR16.2b,MBSR16,M00255760,+/+,Male,23-Apr-09,29-Jul-09,13.9,,41.1,10.7,0.0545,0.5331,9.79,25.06,16.55,41.61,39.78,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBSR,Cx3cl1 Knockout First EPD0127_3_B11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090424,Mouse GP,Cx3cl1,MBSR16.2c,MBSR16,M00255761,+/+,Male,23-Apr-09,29-Jul-09,13.9,,44.2,10.9,0.0544,0.5881,10.8,26.45,17.83,44.28,40.26,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBSR,Cx3cl1 Knockout First EPD0127_3_B11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090424,Mouse GP,Cx3cl1,MBSR16.2d,MBSR16,M00255762,+/+,Male,23-Apr-09,29-Jul-09,13.9,,36.4,10.3,0.0493,0.4872,9.88,21.48,14.94,36.42,41.03,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBSR,Cx3cl1 Knockout First EPD0127_3_B11,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090424,Mouse GP,Cx3cl1,MBSR16.2f,MBSR16,M00255764,+/+,Male,23-Apr-09,29-Jul-09,13.9,,33.7,10.3,0.0529,0.4853,9.17,22.52,11.6,34.12,34,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBNY,Slc35f1 Kncokout First EPD0085_2_F07,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090424,Mouse GP,Slc35f1,MBNY34.1d,MBNY34,M00250073,+/+,Male,22-Apr-09,29-Jul-09,14,,36.4,10.4,0.0515,0.5085,9.88,21.16,15.51,36.67,42.29,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBNY,Slc35f1 Kncokout First EPD0085_2_F07,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090424,Mouse GP,Slc35f1,MBNY43.1b,MBNY43,M00250129,+/+,Male,24-Apr-09,29-Jul-09,13.7,,37.1,10.7,0.054,0.5344,9.9,24.3,12.84,37.14,34.58,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBNY,Slc35f1 Kncokout First EPD0085_2_F07,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090424,Mouse GP,Slc35f1,MBNY43.1c,MBNY43,M00250130,+/+,Male,24-Apr-09,29-Jul-09,13.7,,46.7,10.4,0.0512,0.4357,8.5,28.8,19.28,48.08,40.11,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBNY,Slc35f1 Kncokout First EPD0085_2_F07,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090424,Mouse GP,Slc35f1,MBNY43.1d,MBNY43,M00250131,+/+,Male,24-Apr-09,29-Jul-09,13.7,,40.5,10.4,0.0533,0.5229,9.81,25.27,15.36,40.63,37.81,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBSQ,Fabp5 Knockout First EPD0127_3_B05,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090430,Mouse GP,Fabp5,MBSQ18.4a,MBSQ18,M00257357,+/+,Male,30-Apr-09,07-Aug-09,14.1,,35.8,10.5,0.0483,0.4432,9.17,21.41,13.45,34.86,38.58,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBSQ,Fabp5 Knockout First EPD0127_3_B05,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090430,Mouse GP,Fabp5,MBSQ18.4b,MBSQ18,M00257358,+/+,Male,30-Apr-09,07-Aug-09,14.1,,44.2,10.4,0.0487,0.5325,10.92,22.91,20.41,43.32,47.11,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBSQ,Fabp5 Knockout First EPD0127_3_B05,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090430,Mouse GP,Fabp5,MBSQ18.4c,MBSQ18,M00257359,+/+,Male,30-Apr-09,07-Aug-09,14.1,,36.1,10.2,0.0453,0.4605,10.17,18.85,16.19,35.04,46.2,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBSQ,Fabp5 Knockout First EPD0127_3_B05,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090430,Mouse GP,Fabp5,MBSQ18.4d,MBSQ18,M00257360,+/+,Male,30-Apr-09,07-Aug-09,14.1,,40.4,10.4,0.0489,0.4726,9.67,23.81,16.31,40.12,40.66,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBNY,Slc35f1 Kncokout First EPD0085_2_F07,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090430,Mouse GP,Slc35f1,MBNY45.1b,MBNY45,M00258197,+/+,Male,27-Apr-09,07-Aug-09,14.6,,32.5,10,0.0478,0.4137,8.66,19.6,12.08,31.68,38.13,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBNY,Slc35f1 Kncokout First EPD0085_2_F07,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090430,Mouse GP,Slc35f1,MBNY45.1c,MBNY45,M00258198,+/+,Male,27-Apr-09,07-Aug-09,14.6,,36.8,10.6,0.0497,0.4929,9.92,19.49,18.12,37.61,48.18,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBNY,Slc35f1 Kncokout First EPD0085_2_F07,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090430,Mouse GP,Slc35f1,MBNY45.1d,MBNY45,M00258199,+/+,Male,27-Apr-09,07-Aug-09,14.6,,38.2,10.2,0.0478,0.4821,10.09,21.06,17.01,38.07,44.69,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MBNY,Slc35f1 Kncokout First EPD0085_2_F07,C57BL/6J-Tyr<c-Brd>;C57BL/6N,NTAC & CALB Mouse GP 20090430,Mouse GP,Slc35f1,MBNY45.1f,MBNY45,M00258201,+/+,Male,27-Apr-09,07-Aug-09,14.6,,32.3,10,0.047,0.4277,9.1,19.13,12.1,31.23,38.74,C57BL/6J-Tyr<c-Brd>(50%);C57BL/6N(50%),B6JTyr;B6N
MADG,Crlf3 Knockout First C11 - EPD0033_3,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090506,Mouse GP,Crlf3,MADG30.1a,MADG30,M00263296,+/+,Male,06-May-09,12-Aug-09,14,,36.5,10.4,0.0452,0.4337,9.6,19.67,17.48,37.15,47.04,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MADG,Crlf3 Knockout First C11 - EPD0033_3,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090506,Mouse GP,Crlf3,MADG30.1b,MADG30,M00263297,+/+,Male,06-May-09,12-Aug-09,14,,29.7,10.2,0.0465,0.4292,9.24,18.19,12.67,30.86,41.05,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MADG,Crlf3 Knockout First C11 - EPD0033_3,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090506,Mouse GP,Crlf3,MADG31.1b,MADG31,M00263316,+/+,Male,08-May-09,12-Aug-09,13.7,,38.9,10.4,0.0478,0.561,11.73,19.06,20.46,39.52,51.78,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
MADG,Crlf3 Knockout First C11 - EPD0033_3,C57BL/6J-Tyr<c-Brd>;C57BL/6NTac/Den;C57BL/6N,NTAC & CALB Mouse GP 20090506,Mouse GP,Crlf3,MADG31.1d,MADG31,M00263318,+/+,Male,08-May-09,12-Aug-09,13.7,,36.2,10.3,0.0478,0.4829,10.09,19.36,17.4,36.76,47.34,C57BL/6J-Tyr<c-Brd>(25%);C57BL/6NTac/Den(50%);C57BL/6N(25%),B6JTyr;B6N
